textID,text,sentiment,Time of Tweet,Age of User,Country,Population -2020,Land Area (Km�),Density (P/Km�)
9262efebd5,I think I just found my purse soulmate. But its not in my budget,neutral,noon,21-30,Togo,8278724,54390,152
3058a9caff,Happy Bank Holiday,positive,night,31-45,Tonga,105695,720,147
3e1d0cf4ea,Livin on ur own iznt nice at all. I miss my mum,neutral,morning,46-60,Trinidad and Tobago,1399488,5130,273
b012dc9caf,Today is my Mother`s birthday- Happy Birthday & I love you! She is an angel whom has helped me so much during this time of my life,positive,noon,60-70,Tunisia,11818619,155360,76
7eb8de7b62,Awaiting to watch lfctv @ 10am  liverpool vs newcastle game from yesterday!,positive,night,70-100,Turkey,84339067,7.70E+05,110
92ff7f2485," LOL it`s not the army it`s starfleet, rules are meant to be broken to get the job done. That`s why he gets the medal",negative,morning,0-20,Turkmenistan,6031200,469930,13
988a03b6eb," Wow, thats quite the trip!",neutral,noon,21-30,Tuvalu,11792,30,393
a8553cc8ba,last school day tomorrow! it was the funnest day ever. BUt also really sad  Righ ow I`m getting ready to go to Moab with Phil!!!,neutral,night,31-45,Uganda,45741007,199810,229
95cb106441,i wish i was going to be with my ST girls tomorrow,positive,morning,46-60,Ukraine,43733762,579320,75
d208ed981b,Found out I have to go to the US again in August. Getting tired of transatlantic flights. Not good for my carbon footprint either,negative,noon,60-70,United Arab Emirates,9890402,83600,118
8133673ed9," Hey, that link didn`t work for me",negative,night,70-100,United Kingdom,67886011,241930,281
0ab4ad43c8,"Oh PW, you done me wrong. The signing time in ur children`s article are all wrong...and no Neil Gaiman?! You tease me.  #bea",negative,morning,0-20,United States of America,331002651,9147420,36
532666228f, i know! that`s why i recommend it,positive,noon,21-30,Uruguay,3473730,175020,20
f73fa14d7b,Sad that the Statue of Liberty will completely reopen 2 weeks after our NYC trip.,negative,night,31-45,Uzbekistan,33469203,425400,79
ab18d5f11f,Awww I wonder when ima get married. Shawna and Damon are so cute,positive,morning,46-60,Vanuatu,307145,1.22E+04,25
41b71fc4a3,"fourteen hours later, i`m still having the worst allergy flare-up in my life from shooting an engagement session in a field last night...",negative,noon,60-70,Venezuela,28435940,882050,32
109ec14b4e, I can`t DM you because you aren`t following me,neutral,night,70-100,Vietnam,97338579,310070,314
e355dfb2af, nothing yet  still looking....but lets for sure do lunch next week!!,positive,morning,0-20,Yemen,29825964,527970,56
6cf4e65f8e,I do the same thing to my parents and my best friend too,neutral,noon,21-30,Zambia,18383955,743390,25
89cad78b19," You saw that fraktastic zoidberg painting that was tweeted around last week or so, didn`t you?",neutral,night,31-45,Zimbabwe,14862924,386850,38
467ee583c9," Thanks! I downloaded the trial version of Stuffit, and it worked. Good advice.",positive,morning,46-60,Afghanistan,38928346,652860,60
110690c913,() Note to self: never ever leave the MacBook Pro on the stupid iCurve. It fell off.,negative,noon,60-70,Albania,2877797,27400,105
3b9fe0f1e2, Iï¿½m sorry for that,negative,night,70-100,Algeria,43851044,2381740,18
bfec13895e,OOUCHHHH I just pinched my own **** by accident trying to fix my top,negative,morning,0-20,Andorra,77265,470,164
db89beb245," If you keep trying, you`ll get it right the last time.",positive,noon,21-30,Angola,32866272,1246700,26
7f7bd175fb," hey! negative on the primatech, this handle`s been on the tubes for a decade longer than heroes has",negative,night,31-45,Antigua and Barbuda,97929,440,223
f11e57a99e,just finished dinner - it was yummy,positive,morning,46-60,Argentina,45195774,2736690,17
ec42bb64d3,Feeling deflated. Hubby saw swing set & thinks is a piece of junk. I thought I had found something good 4 the kids,neutral,noon,60-70,Armenia,2963243,28470,104
d74d2755db," please dont change anything in your site. I love it.. will always love it even if.. so, please? pretty please?",positive,night,70-100,Australia,25499884,7682300,3
b86bd3fe25,blast from the ****`ing past. NTS why must you suck so badly at school?,negative,morning,0-20,Austria,9006398,8.24E+04,109
0bd0f61742,off to get ready for school. have an absolute wonderful day!,positive,noon,21-30,Azerbaijan,10139177,82658,123
64039ca6b4, pffffffffff... it`s not a 100% triumph cuz u gone napping  LMAO!!,negative,night,31-45,Bahamas,393244,10010,39
7db6331c79, - I produce/direct/film/edit... I write... I coordinate events... I manage Don Fetti... there ain`t much I don`t do!,neutral,morning,46-60,Bahrain,1701575,760,2239
83c3c717ed,you ever come across something that reminds you alot of the one person that completely broke your heart? cause i just did,negative,noon,60-70,Bangladesh,164689383,130170,1265
c7ff724662,Just got done watching Bedtime Stories! Love that movie!,positive,night,70-100,Barbados,287375,430,668
5238b26d73, Oh noooooo!!!      I`m so sorry!!  That sucks hard!,negative,morning,0-20,Belarus,9449323,202910,47
9206b5221d,"Listening to the commentary track on Holiday Inn. Never thought I`d see Bing Crosby in black face, but the rest of the movie was cute",positive,noon,21-30,Belgium,11589623,30280,383
cf6f364637,Worried about friend,negative,night,31-45,Belize,397628,22810,17
bf26e427db,It are mimi time,neutral,morning,46-60,Benin,12123200,112760,108
2c06b165c6,Send me your Blog`s RSS feeds I have a site that will republish and send traffic to your site...,neutral,noon,60-70,Bhutan,771608,3.81E+04,20
e1d16cfff4, My Dad told me music that has the power to heal the soul. Sure is true of yours,positive,night,70-100,Bolivia,11673021,1083300,11
b1bd914255, Yes so did I  Some of the Acts are really very cringe worthy! Though I do find it very entertaining.,neutral,morning,0-20,Bosnia and Herzegovina,3280819,51000,64
ef420f43fe,Driving to work running late like always..... No time for starbucks,neutral,noon,21-30,Botswana,2351627,566730,4
ea6111edea, don`t you agree?,neutral,night,31-45,Brazil,212559417,8358140,25
7107ef22f7,Rain. One more reason to stay snuggled beneath the duvet,neutral,morning,46-60,Brunei,437479,5270,83
1d07bd0bc2,Found out that a schoolmate died of an heart attack this morning. He was barely 35  will miss u bally!,negative,noon,60-70,Bulgaria,6948445,108560,64
ef0a7a1c39, I just added a butt to your name in my phone after I made you go home in the cold. Because I love you!,positive,night,70-100,Burkina Faso,20903273,273600,76
08c6ce4251,"Schools out, but works in",neutral,morning,0-20,Burundi,11890784,25680,463
1ba21ec741,"So sorry if i`ve been typing wrongly. usually, after i`ve typed something, i wont read. i`ll just press the `enter` button",negative,noon,21-30,C�te d'Ivoire,26378274,318000,83
d1ad18e2d6,Fender is hiding under the couch ... he knows I`m getting ready to leave and he isn`t happy about it,negative,night,31-45,Cabo Verde,555987,4.03E+03,138
13cdfbac13,_Shawn when do you go back home? Want to see ya B4 u leave Homie,neutral,morning,46-60,Cambodia,16718965,176520,95
8a9cc6366b,"seriously my parents are non stop  minniapolis, newport for a week, and now this weekend in San Diego  i miss them ",negative,noon,60-70,Cameroon,26545863,472710,56
9ad738db4f,_d awww glad to know Little Sweet D and Leigh are doing good...thanks for the updates Howie,positive,night,70-100,Canada,37742154,9093510,4
fde0716b44,_sims do you know of any inside scoop on a station that`s anything what kwod was? there`s nothing for us now,neutral,morning,0-20,Central African Republic,4829767,622980,8
40d3b2d03c, You right...we are 'arguing' about nothing...I thought it was healthy conversation,negative,noon,21-30,Chad,16425864,1259200,13
de48016595,", i missed everyone tonight",negative,night,31-45,Chile,19116201,743532,26
8ef86d7684," Yeah, but you`ve got admire someone who takes job satisfaction to the Nth degree",positive,morning,46-60,China,1439323776,9388211,153
1bfbfda136,"sigh.. stayed up late cause was on a role w/ assessment, now I`m so tired my eyes r stinging & my head hurts.. & I still need 500 words",negative,noon,60-70,Colombia,50882891,1109500,46
19fa9c9eb4,_whacker skypeeeeee,neutral,night,70-100,Comoros,869601,1861,467
1a147f4b49,After work....Hillcats game!   .25 cent hot dogs haha,negative,morning,0-20,Congo (Congo-Brazzaville),5518087,3.42E+05,16
b84173147c," I still have plenty of food left here! Thanks for coming over, I can`t wait to see how the pictures came out",positive,noon,21-30,Costa Rica,5094118,51060,100
4997632867," but i like the idea going to cinema, but monday....",neutral,night,31-45,Croatia,4105267,55960,73
0f315c2305,I don`t like my dress,negative,morning,46-60,Cuba,11326616,106440,106
3e2e986a68,Im not happy,negative,noon,60-70,Cyprus,1207359,9240,131
8e779e2c52,Is gonna go for a shower  goin to see hannah Montana laterz woo well excited,positive,night,70-100,Czechia (Czech Republic),10708981,77240,139
e53039782a,with thee ladies getting retarded,negative,morning,0-20,Democratic Republic of the Congo,89561403,2267050,40
e7563c95e0,wow i must have been tired. i fell asleep @ exactly the start of the 10pm news & now up as if its 8am.,negative,noon,21-30,Denmark,5792202,42430,137
4cf2ab3096,I`m at the anime store iat rivercenter going crazy at all the Pokemon stuff. I wish I had money,neutral,night,31-45,Djibouti,988000,23180,43
bfffab519e,Taking a nap after work=no sleep right now. The nap felt soooo good but now it seems like a bad idea,neutral,morning,46-60,Dominica,71986,750,96
7f40d8fd3e,Happy mothrs day 2 ; all thaa moms outt thr  *,positive,noon,60-70,Dominican Republic,10847910,4.83E+04,225
cc79c878c5,_jayy It might hav to cost u a History essay.,neutral,night,70-100,Ecuador,17643054,248360,71
875663c3fb,YAY! My temperature went down!  I can have dinner with the family tonight.,neutral,morning,0-20,Egypt,102334404,995450,103
a78b09feec,had a great night with friends,positive,noon,21-30,El Salvador,6486205,20720,313
d5400cc464,my legs are soft  watching a move with my mommm short day @ workk,positive,night,31-45,Equatorial Guinea,1402985,28050,50
1070ea975a,Happy Mother`s Day to all Mums on Twitter,positive,morning,46-60,Eritrea,3546421,101000,35
545b1b920b,"Well poop, my guitar lesson was canceled today  I`m so sad. I hope his son feels better soon tho.",neutral,noon,60-70,Estonia,1326535,42390,31
f0ed135f66,I miss my friends so much,negative,night,70-100,"Eswatini (fmr. ""Swaziland"")",1160164,17200,67
01408c29ba,"i changed my picture  i am soo screwed, i have an assignment due tomorrow that i havent started, i just cant concentrate argh",negative,morning,0-20,Ethiopia,114963588,1000000,115
aa83cf9254," Here we are!  Unofficially, of course, but we are providing all the info you could want for the Geelong Football Club!",neutral,noon,21-30,Fiji,896445,18270,49
dbef1dbef9," just had a look - missed out by a couple of hours, i`m sorry. i`ll let you know next time..",negative,night,31-45,Finland,5540720,3.04E+05,18
c1b74ec74e, it was days yesterday and probably today that I wish I had taken the top off my jeep.  I need help haha. IT`S FRICKEN HOT,neutral,morning,46-60,France,65273511,547557,119
8445ffc3ab,no school today gd  but dont get to see mates n millsy x,neutral,noon,60-70,Gabon,2225734,257670,9
c923ca0fc6, I didn`t headbutt anyone! Not that I know about anyway! ;) You ok today?  Football today?,neutral,night,70-100,Gambia,2416668,10120,239
d75b9c1f77, just relax like it is or translated to swedish too? Just got to take a look at my next comment,positive,morning,0-20,Georgia,3989167,69490,57
f8b923bf44,Just got Back from the Gym Wanna chat with some new people  Lets talk! haha,neutral,noon,21-30,Germany,83783942,348560,240
ca1a049762,"I want to go shopping tomorrow, but I have to work  Buy me things, you know you want to!",neutral,night,31-45,Ghana,31072940,227540,137
7907ced082, I like the last part in your methodology.,positive,morning,46-60,Greece,10423054,128900,81
57a8f2f255,Back from mountains,neutral,noon,60-70,Grenada,112523,340,331
15593e910f,the last time pankraz. why do they have to got the same name ?!?!,neutral,night,70-100,Guatemala,17915568,107160,167
ba484e445d,hahaha yay emily i m cool  ,positive,morning,0-20,Guinea,13132795,2.46E+05,53
fdc279b3c0,14 days until Boyzone,neutral,noon,21-30,Guinea-Bissau,1968001,28120,70
d62cf6951b,p.s.  thought you were gonna follow me back on twit-har ?,neutral,night,31-45,Guyana,786552,196850,4
bfbd1996de, I envy everyone on AOTS...,positive,morning,46-60,Haiti,11402528,27560,414
4c7465d015,_Hayward go two way mirrors,neutral,noon,60-70,Holy See,801,0,2003
6d8afa903d," MANDY!!!  IT WON`T LET ME VOTE  I WANT HER TO WIN BUT I CAN`T HELP, I AM GONNA JUMP OFF A BRIDGE (KIDDING) BUT THIS SUX",neutral,night,70-100,Honduras,9904607,111890,89
9f3bda8686,studying with  and colette!,neutral,morning,0-20,Hungary,9660351,90530,107
cd250da7d6,wants to wish all the moms out there (and moms-to-be) a very happy Mother`s Day!,positive,noon,21-30,Iceland,341243,100250,3
c24baacbde, it`s ok lol  I think we might do the same dates.,positive,night,31-45,India,1380004385,2973190,464
c1c67d1a99,Smiling!  These guys are!    Turn up your speakers and SMILE~life is good! http://www.imtiredonline.com/smile/,positive,morning,46-60,Indonesia,273523615,1811570,151
0e094f77c9,"wants to move to QLD already, this cold weather is killing me",negative,noon,60-70,Iran,83992949,1.63E+06,52
dc124a304c,"_mcsupergirl ok, finished set u free, and i am sooooo mad rite now...it cant end like that, i dont want him to be the bad guy",negative,night,70-100,Iraq,40222493,434320,93
7c17aea36e," ..ok brother...did you change your num and not give it to me, AGAIN??? smh..you no good dude",negative,morning,0-20,Ireland,4937786,68890,72
5f40b0f0d6,_Claire its sunny here  I will send some over to you,neutral,noon,21-30,Israel,8655535,21640,400
83a62e207f,i think i need a drink,neutral,night,31-45,Italy,60461826,294140,206
0608b8bfe2, I know. I was hoping to meet you tonite  & I just found out a few min ago that we have a mutual friend Cuong H.,neutral,morning,46-60,Jamaica,2961167,10830,273
92702a3a48,Bored to tears without my boys! They are at their dad`s for a week,negative,noon,60-70,Japan,126476461,364555,347
b23cbc7671, you can use my alotment,neutral,night,70-100,Jordan,10203134,88780,115
76d2501d1b,"there is never anything on tv, on sundays. CAN`T WAIT for america",neutral,morning,0-20,Kazakhstan,18776707,2699700,7
537efce045,i am Marina and i sware to God i`ll never again end up studying French till 2 o`clock at night EVER AGAIN...too much drama...sooo sleepy,negative,noon,21-30,Kenya,53771296,569140,94
7192534747," then how come I`m not uber successful?  I`m not making the same mistakes, I`m making entirely new ones!",negative,night,31-45,Kiribati,119449,8.10E+02,147
5061d28246,changed my h/p number go online msn messenger to see,neutral,morning,46-60,Kuwait,4270571,17820,240
9851c9f5e8,it was actually so hot today ..the sun has got his hat on . every one has got a tan except me,negative,noon,60-70,Kyrgyzstan,6524195,191800,34
0800d63aba," Thanks for the feedback. Surreal life, surreal oils",positive,night,70-100,Laos,7275560,230800,32
ebc56300cb, well I ran out of beer so I left. Not sure about the ETA. Waiting waiting waiting. Bleh  Gonna be a long nite methinks.,negative,morning,0-20,Latvia,1886198,62200,30
13a1ae8414, - thanks!  it`ll be great    ... and even better as soon as I get that wallet in my grubby little hands!  lol,positive,noon,21-30,Lebanon,6825445,10230,667
d177858b28," was on the list, i paid 5 to get in, but if your under 21,you cant go in and out, but it was gettin so hot, so we went outside",neutral,night,31-45,Lesotho,2142249,30360,71
f7c7523fcd,Well done doing blood work..its hot out again,neutral,morning,46-60,Liberia,5057681,96320,53
6a02b4b9b5,_peer you ll soon be back  just replace topify email in twitter settings and that s all,neutral,noon,60-70,Libya,6871292,1759540,4
0c6ea9affd,mad traffic,negative,night,70-100,Liechtenstein,38128,160,238
ef32edfd19,"My nose is runny, my head is pounding, and teeth hurt like a ****. MAN. @-) I feel awful.  =((",negative,morning,0-20,Lithuania,2722289,6.27E+04,43
b4e8ac4374,International Version of Stand By Me http://tiny.cc/pAVYi PlayingforChange.com,neutral,noon,21-30,Luxembourg,625978,2590,242
ec515add19, You live dat glamorous life.,positive,night,31-45,Madagascar,27691018,581795,48
b3d3b833f9,Rachael makes me want to cry,negative,morning,46-60,Malawi,19129952,94280,203
7f925736b3, yeah talking to you was too boring,negative,noon,60-70,Malaysia,32365999,328550,99
d760167832,_another_1 yeh I can`t even imagine.... good luck to them,positive,night,70-100,Maldives,540544,300,1802
0a2b3fae5d,Happy Mommy`s Day to all the mothers in the world!,positive,morning,0-20,Mali,20250833,1220190,17
de0b920872,I Want To Go See Up. But I Don`t Want To Go With My Mom And Brother.,negative,noon,21-30,Malta,441543,320,1380
b13de90512," Ooh, coffee!  Great idea...  want one??",positive,night,31-45,Marshall Islands,59190,180,329
e5005cc03c,need to pass the exams,neutral,morning,46-60,Mauritania,4649658,1030700,5
13cc933d04,"Star Trek in IMAX  with Kojikun, seastar, Brian, and George.",neutral,noon,60-70,Mauritius,1271768,2.03E+03,626
1d071c2226, I totally agree! And there`s no way to avoid it,neutral,night,70-100,Mexico,128932753,1943950,66
7d41dbe15c, ... but i could barely speak! He was probably thinking `who is the weirdo?` LOOOOL. Say sorry to him for me please?  x <3,negative,morning,0-20,Micronesia,115023,700,164
6bef62794c,It`s tough being a thick chik,negative,noon,21-30,Moldova,4033963,32850,123
1343254dd6,"http://pic.gd/63ef My college, My friends",neutral,night,31-45,Monaco,39242,1,26337
5da55949f3, I`m bummed...you`re gonna be only 30 minutes from me on Sunday & I can`t come hear ya.,negative,morning,46-60,Mongolia,3278290,1553560,2
5f24dc2184,"working away just now, hopefully it stays nice for the afternoon and evening! possible BBQ weather!",positive,noon,60-70,Montenegro,628066,13450,47
55fc57b1fb, Nothing like alone time with your handheld device,positive,night,70-100,Morocco,36910560,446300,83
8149539efe,be back later!  HAPPY MOTHER`S DAY TO ALL THE MOTHERS IN THE WORLD! ï¿½ GOD LOVES US ALL!,positive,morning,0-20,Mozambique,31255435,786380,40
ae512e7ccd,isnt very happy about the fact that her back is hurting today,negative,noon,21-30,Myanmar (formerly Burma),54409800,653290,83
5ab862781e,May the 4th Be with you all!,neutral,night,31-45,Namibia,2540905,8.23E+05,3
b5c63c219a,Feeling special @ looking4him first guy to give me flowers.,positive,morning,46-60,Nauru,10824,20,541
687dacee4b,goodnight to all.,positive,noon,60-70,Nepal,29136808,143350,203
5d51c85bf9,http://tinyurl.com/nqudrt - Hurt my finger at work,negative,night,70-100,Netherlands,17134872,33720,508
e2722e800d,Rachel Alexandra not in Belmont   but appearing in Vogue.  Best looking model they`ve had in years.,positive,morning,0-20,New Zealand,4822233,263310,18
4e4dd166c0,off to bed was gonna read some new moon but its a little late now  night night all ****,neutral,noon,21-30,Nicaragua,6624554,120340,55
df8da19ddd,"The pushing has started, not long before a new #starwarsday baby is born",neutral,night,31-45,Niger,24206644,1266700,19
27346e6829,Happy Mothers Day!  Love your Mom...,positive,morning,46-60,Nigeria,206139589,910770,226
9bde32f056, Munderday. I like that.,positive,noon,60-70,North Korea,25778816,120410,214
7f82c6be67,"  dudes, c`mon - that`s almost the ghey!",neutral,night,70-100,North Macedonia,2083374,25220,83
47ec1b76b7,"  i`ll visit ny `til september, no diggnation for me",neutral,morning,0-20,Norway,5421241,3.65E+05,15
53a59e7a7f,on the way to kuya jordan`s house for an O`s sleepover  !,neutral,noon,21-30,Oman,5106626,309500,16
2616d11a17,"_indian hehe very true  but you`ve got the color advantage, which the complete americans haven`t",neutral,night,31-45,Pakistan,220892340,770880,287
2eac733725," Good morning hun! I will, promise  Glad you like `em. Have a lovely day :o)",positive,morning,46-60,Palau,18094,460,39
52a2a82744,It`s 10.30pm on a Friday night and I`m going to bed. How pathetic.,negative,noon,60-70,Palestine State,5101414,6020,847
d7a6c26e66,Thank you for the advice   I`ll work on that when Im not at work.,positive,night,70-100,Panama,4314767,74340,58
2f561da8bc,is new to twitter and has no friends here... or should i say followers?,neutral,morning,0-20,Papua New Guinea,8947024,452860,20
3b807ac88d,the mum`s cake is done.. now i need make a good luch and tomorrow will be an amazing Mum` day,positive,noon,21-30,Paraguay,7132538,397300,18
919cc6ac79,definitely ready for a plate of pancakes.,positive,night,31-45,Peru,32971854,1280000,26
b768042646, I saw that!!!!,neutral,morning,46-60,Philippines,109581078,298170,368
f1a7aa1979,"But I am on pg 145 of 165, so I`m getting close!  *yawn*",neutral,noon,60-70,Poland,37846611,3.06E+05,124
8e98e7fc0b,I`m SAD SAD SAD!!! thought my aunty Stina coming but no more  i was so looking forward to having family..i miss dat! i`m alone on maui,negative,night,70-100,Portugal,10196709,91590,111
1aff3a58c9," july 21st!?? that means at your concert I won`t know all the songs.  oh well, yay demi!! <3",neutral,morning,0-20,Qatar,2881053,11610,248
2c614b8bed,"Sh t, I`m getting even more sad. I`m currently at the library and j think it`ll be the last one tooooo",negative,noon,21-30,Romania,19237691,230170,84
f80526c70e,claires party was amazing!    headache.,neutral,night,31-45,Russia,145934462,16376870,9
d16ffd65a6,hooome from work. why am i awake still? up in 5 hours,neutral,morning,46-60,Rwanda,12952218,24670,525
279fdea22c,"Hi, i was just getting up now so i tought i could write something. Today i`m gonna go shopping! Soo fun, isn`****?",positive,noon,60-70,Saint Kitts and Nevis,53199,260,205
b847cde1dc, I am doing fantastic JJJ!  You? Doing your questions already? teacher`s pet!!,positive,night,70-100,Saint Lucia,183627,610,301
0a799eb87e, oh that stinks..,negative,morning,0-20,Saint Vincent and the Grenadines,110940,390,284
688d707e07,Cleaned. Laundry. Nails painted. Productive saturday night,positive,noon,21-30,Samoa,198414,2830,70
4a265d8a34, ****,negative,night,31-45,San Marino,33931,6.00E+01,566
2a9f67da48,_cupcakes  sometimes plugging it into 240 can fix problems..,positive,morning,46-60,Sao Tome and Principe,219159,960,228
7f265cb2a5,Its a lovely day sky is clear birds are singing and i`m stuck in an office with on windows for 9 hours,neutral,noon,60-70,Saudi Arabia,34813871,2149690,16
4019f1f975,Downtown drinking celebrating the cavs victory!!!,positive,night,70-100,Senegal,16743927,192530,87
1d6fb06a53,One taken from earlier this week!  http://twitpic.com/4wb42,neutral,morning,0-20,Serbia,8737371,87460,100
6f5823ef56,can`t figure out at what time(french hour) the new moon trailer will be up since I can`t watch the MTV movie Awards from Paris... ?,neutral,noon,21-30,Seychelles,98347,460,214
e5fc2bf284,Ps... I got Ben Button today... completes my Best Picture noms....got all 5 now. It was a GREAT year!!,positive,night,31-45,Sierra Leone,7976983,72180,111
68a34d69d5, - and yes i like the vids,positive,morning,46-60,Singapore,5850342,700,8358
783e1a7f7e," Heh.  When I moved into my house Pius was having a pep rally, so there was cheering and a band.",neutral,noon,60-70,Slovakia,5459642,48088,114
0a21ec71d4,My best friend is away at special olympics . She said she was gonna bring me .,positive,night,70-100,Slovenia,2078938,20140,103
444306424d,Well that just sucks. Good way to make me feel bad,neutral,morning,0-20,Solomon Islands,686884,2.80E+04,25
98a7cd8d0c,"the big boss is out all week.. small yay. free lunch for the office today, big yay!",neutral,noon,21-30,Somalia,15893222,627340,25
c85a555399,"Already 26.1c in our office. Can people melt? We`re fighting for air con because fans just don`t help, but can`t find the budget",negative,night,31-45,South Africa,59308690,1213090,49
a3d0a7d5ad,"Spent the entire morning in a meeting w/ a vendor, and my boss was not happy w/ them. Lots of fun.  I had other plans for my morning",neutral,morning,46-60,South Korea,51269185,97230,527
9f5d475a25,_in I loved that movie! And I miss Raul Julia.,neutral,noon,60-70,South Sudan,11193725,610952,18
f5575d994a,"my car is in at the garage & is not coming out anytime soon! last time I heard the gearbox was the problem, still waiting for the quote.",negative,night,70-100,Spain,46754778,498800,94
67ebcdb482,I always feel sickly when I wake up.  Well got a busy day ahead of me! Yippeee,neutral,morning,0-20,Sri Lanka,21413249,62710,341
df464ec6cf,"The sun is attempting to increase her efforts. Alas the same cannot be said for me. I see a bath, a couch & a book in my immediate future",negative,noon,21-30,Sudan,43849260,1765048,25
623458b985,booo that meanie  is teasing me with a piece of cheese!   http://twitpic.com/67rt8,neutral,night,31-45,Suriname,586632,156000,4
29d5dcb022,not a lonely day after all.,neutral,morning,46-60,Sweden,10099265,410340,25
aa41137950,wtf my pic isn`t showing,negative,noon,60-70,Switzerland,8654622,3.95E+04,219
4364ea8d55,ahh my poor feeeeeet,negative,night,70-100,Syria,17500658,183630,95
8d91c2e24a,Happy Mom`s Day to everyone in the US,positive,morning,0-20,Tajikistan,9537645,139960,68
a3e31054d0,"****, nearly forgot my PIN  I shouldn`t try to learn anything new in the future lest it push out more vital information.",negative,noon,21-30,Tanzania,59734218,885800,67
7f4d1e74ea,"THIS TWITTER **** KAN EAT THE GUN NOW ....AN I DON`T EVEN BE GOIN IN SMFH, OVER REACTIN 4 NOTHIN, I NEED 2 STAY STRONG",neutral,night,31-45,Thailand,69799978,510890,137
f734ddb5b0,I`m in French and we don`t have a teacher.  One hour left til school ends.,negative,morning,46-60,Timor-Leste,1318445,14870,89
552f2be123,The Good: I drank Jager and licked a hot asian girl`s foot. The Bad: I was reminded once again that I will never get asian girls ever.,neutral,noon,60-70,Togo,8278724,54390,152
43c06074fb," I think they`re really good, so that probably damns them to obscurity.",positive,night,70-100,Tonga,105695,720,147
f728c3d7c8, Don`t know yet  Lemme know if you come up with something though.,neutral,morning,0-20,Trinidad and Tobago,1399488,5130,273
bac9c135f6,ummmm i have no idea what im doing but my friend is pissed off at me now and i dont know why she hates me so much I NEED HELP BRITNEY plz,negative,noon,21-30,Tunisia,11818619,155360,76
5e3b347124, she will,neutral,night,31-45,Turkey,84339067,7.70E+05,110
72d2f465a3,  ugh headache   i just wanna go home,negative,morning,46-60,Turkmenistan,6031200,469930,13
e3922e5326,Yes!! i has 100 minutes of Sims 2 plus Seasons  ) fun fun expansions,positive,noon,60-70,Tuvalu,11792,30,393
11404ea118,Definition of senioritis: Me. About to go to chem II and calculus. Not good classes to feel like slackin,negative,night,70-100,Uganda,45741007,199810,229
66eff42a06," - No hard feelings, I hope  Like I say, I think we agree with each other.",positive,morning,0-20,Ukraine,43733762,579320,75
429adbb1ed,aww dude.. no fair. i thought that was the point of this thing,negative,noon,21-30,United Arab Emirates,9890402,83600,118
5616d9e12a,CHILLAXIN AT WORK...MAN I SCREWED UP,negative,night,31-45,United Kingdom,67886011,241930,281
7022d4bbbc, clearly need to crack the whip some more,negative,morning,46-60,United States of America,331002651,9147420,36
215eae817c, This was at Pitman`s down South. It just looks like business is bad all over,negative,noon,60-70,Uruguay,3473730,175020,20
d37c1d2964,Such a headache  It`s killen me!,negative,night,70-100,Uzbekistan,33469203,425400,79
809de300f3,Happy Mother`s Day x3 ..Mum? I love you,positive,morning,0-20,Vanuatu,307145,1.22E+04,25
83141a208c,Took a 4 hour nap after work today and won`t be able to sleep all night    This is a bummer,neutral,noon,21-30,Venezuela,28435940,882050,32
e52de75122,Strike one.    (Three and I`m out.),negative,night,31-45,Vietnam,97338579,310070,314
dbd8232b6c,Been job hunting for days. Media and non-media jobs. No lucky  Anyone know of anything???,neutral,morning,46-60,Yemen,29825964,527970,56
dd9e75e66c,: yes  and ily,positive,noon,60-70,Zambia,18383955,743390,25
5733c8453b,"Sasha`s helped too, of course",neutral,night,70-100,Zimbabwe,14862924,386850,38
02006e6e62,Really wants to buy new clothes,neutral,morning,0-20,Afghanistan,38928346,652860,60
80b2ebd8dc, HAHAH you know you loved the hannah montana movie  it was aweesome,positive,noon,21-30,Albania,2877797,27400,105
5f4484b1e4,mcfly anit been on here in ages  z,neutral,night,31-45,Algeria,43851044,2381740,18
19fc16acac,Another long walk in the heat... I hate this...,negative,morning,46-60,Andorra,77265,470,164
c17fc0478b, I like that...gonna have to re-tell,positive,noon,60-70,Angola,32866272,1246700,26
5c07c9e0e0," Aw, sorry about your cat   No worries about the blankets, I was just wondering, I`m in no rush, take your time!",neutral,night,70-100,Antigua and Barbuda,97929,440,223
54c993d3dd," Who knows, maybe someday you`ll come home and find... *gasp* DINNER in your FRIDGE!",neutral,morning,0-20,Argentina,45195774,2736690,17
56984d8822,Wanna see Up in 2D but everyone wants to see it in 3D,neutral,noon,21-30,Armenia,2963243,28470,104
6d54e71863,Is FINALLY having dinner... At Nishiki Sushi!,neutral,night,31-45,Australia,25499884,7682300,3
22a84d8036, I ended up not going because my left knee is killing me.  I think I pushed myself too much yesterday,negative,morning,46-60,Austria,9006398,8.24E+04,109
2dc08562e1,Just woke up from a five hour nap. I still have a headache.  Medication time!,negative,noon,60-70,Azerbaijan,10139177,82658,123
ab42cedf7a,feels disappointed..mahirap talaga mag-supervise ng tao..  http://plurk.com/p/wxqwa,negative,night,70-100,Bahamas,393244,10010,39
2e5f217f31,"_hearts hey,got your text. cannae hen, family are comin over  i`ve got nae money to come to livi anyway  xxxx",neutral,morning,0-20,Bahrain,1701575,760,2239
dc24138465,http://twitpic.com/67iab - Rounding bases - she was fast during relays. Not so fast during the game,neutral,noon,21-30,Bangladesh,164689383,130170,1265
